player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points,salary
xazavianvalladay,NYJ,RB,159,RB159,0.0,4000.0
ceedeelamb,DAL,WR,5,WR5,17.0,7700.0
garrettwilson,NYJ,WR,9,WR9,14.6,7500.0
cooperkupp,LAR,WR,14,WR14,0.0,3000.0
deebosamuel,SF,WR,19,WR19,13.5,5600.0
terrymclaurin,WAS,WR,27,WR27,12.7,5700.0
brandonaiyuk,SF,WR,28,WR28,11.2,5800.0
jahandotson,WAS,WR,33,WR33,12.0,4900.0
marquisebrown,ARI,WR,34,WR34,11.4,4900.0
jerryjeudy,DEN,WR,35,WR35,0.0,6600.0
courtlandsutton,DEN,WR,38,WR38,12.3,5400.0
brandincooks,DAL,WR,40,WR40,11.8,5200.0
allenlazard,NYJ,WR,54,WR54,9.6,5400.0
rondalemoore,ARI,WR,60,WR60,8.2,4000.0
vanjefferson,LAR,WR,61,WR61,10.6,4300.0
michaelgallup,DAL,WR,62,WR62,8.2,4200.0
marvinmimsjr.,DEN,WR,65,WR65,9.5,3500.0
isaiahhodgins,NYG,WR,70,WR70,7.7,5000.0
curtissamuel,WAS,WR,71,WR71,8.1,4000.0
dariusslayton,NYG,WR,73,WR73,7.5,4400.0
parriscampbell,NYG,WR,78,WR78,7.1,3500.0
jalinhyatt,NYG,WR,82,WR82,4.3,3900.0
wan'dalerobinson,NYG,WR,84,WR84,0.0,3000.0
mecolehardmanjr.,NYJ,WR,87,WR87,5.9,4000.0
sterlingshepard,NYG,WR,97,WR97,5.0,3000.0
pukanacua,LAR,WR,99,WR99,5.9,4900.0
michaelwilson,ARI,WR,100,WR100,6.0,3300.0
tutuatwell,LAR,WR,111,WR111,7.0,4700.0
gregdortch,ARI,WR,112,WR112,3.7,3100.0
randallcobb,NYJ,WR,117,WR117,4.3,3400.0
jauanjennings,SF,WR,119,WR119,3.5,3200.0
benskowronek,LAR,WR,120,WR120,5.8,3000.0
jalentolbert,DAL,WR,122,WR122,1.2,3000.0
dyamibrown,WAS,WR,132,WR132,2.8,3000.0
demarcusrobinson,LAR,WR,137,WR137,4.5,3000.0
zachpascal,ARI,WR,140,WR140,2.1,3000.0
jamisoncrowder,WAS,WR,142,WR142,1.4,3000.0
brandonjohnson,DEN,WR,155,WR155,3.5,3000.0
dannygray,SF,WR,156,WR156,0.0,3000.0
ray-raymccloud,SF,WR,167,WR167,0.6,3000.0
jasonbrownlee,NYJ,WR,169,WR169,0.0,3000.0
byronpringle,WAS,WR,172,WR172,0.9,3000.0
jalenbrooks,DAL,WR,174,WR174,0.1,3000.0
daxmilne,WAS,WR,179,WR179,0.0,3000.0
ronniebell,SF,WR,181,WR181,1.0,3000.0
kavontaeturpin,DAL,WR,186,WR186,0.8,3000.0
phillipdorsett,DEN,WR,188,WR188,3.0,3000.0
lil'jordanhumphrey,DEN,WR,192,WR192,1.4,3100.0
irvincharles,NYJ,WR,195,WR195,0.0,3000.0
chrisconley,SF,WR,197,WR197,0.0,3000.0
lawrencecager,NYG,WR,203,WR203,0.0,2500.0
camsims,NYG,WR,204,WR204,0.2,3000.0
xaviergipson,NYJ,WR,208,WR208,0.1,3000.0
andrebaccellia,ARI,WR,210,WR210,0.0,3000.0
mitchelltinsley,WAS,WR,214,WR214,0.0,3000.0
danielarias,FA,WR,222,WR222,0.0,3000.0
davidsills,DEN,WR,238,WR238,0.1,3000.0
isaiahwinstead,SF,WR,240,WR240,0.0,3000.0
maliktaylor,NYJ,WR,243,WR243,0.0,3000.0
dennishouston,FA,WR,249,WR249,0.0,3000.0
tylerjohnson,LAR,WR,252,WR252,0.0,3000.0
austintrammell,LAR,WR,254,WR254,0.0,3000.0
williesnead,SF,WR,260,WR260,0.0,3000.0
darrenwaller,NYG,TE,4,TE4,10.8,5500.0
georgekittle,SF,TE,5,TE5,10.5,5300.0
tylerhigbee,LAR,TE,11,TE11,10.1,4600.0
gregdulcich,DEN,TE,17,TE17,8.0,3600.0
treymcbride,ARI,TE,24,TE24,4.9,2800.0
zachertz,ARI,TE,28,TE28,5.9,3500.0
jakeferguson,DAL,TE,29,TE29,6.3,3300.0
tylerconklin,NYJ,TE,34,TE34,6.3,3400.0
loganthomas,WAS,TE,35,TE35,6.2,3100.0
danielbellinger,NYG,TE,38,TE38,2.0,2800.0
adamtrautman,DEN,TE,39,TE39,3.9,3000.0
lukeschoonmaker,DAL,TE,40,TE40,2.5,2600.0
coleturner,WAS,TE,47,TE47,1.6,2500.0
c.j.uzomah,NYJ,TE,54,TE54,2.8,2800.0
peytonhendershot,DAL,TE,57,TE57,1.3,2600.0
jeremyruckert,NYJ,TE,63,TE63,0.9,2500.0
hunterlong,LAR,TE,67,TE67,0.0,2500.0
johnbates,WAS,TE,68,TE68,1.4,2500.0
brycenhopkins,LAR,TE,77,TE77,2.3,2600.0
rossdwelley,SF,TE,84,TE84,1.0,2500.0
chrismanhertz,DEN,TE,92,TE92,1.2,2500.0
geoffswaim,ARI,TE,94,TE94,1.9,2500.0
zackkuntz,NYJ,TE,96,TE96,0.0,2500.0
charliewoerner,SF,TE,97,TE97,0.5,2500.0
davisallen,LAR,TE,100,TE100,1.9,2500.0
armanirogers,WAS,TE,103,TE103,0.5,2500.0
braydenwillis,SF,TE,108,TE108,0.0,2500.0
curtishodges,WAS,TE,113,TE113,0.0,2500.0
tommysweeney,NYG,TE,117,TE117,0.2,2500.0
nateadkins,DEN,TE,121,TE121,0.0,2500.0
kennyyeboah,NYJ,TE,126,TE126,0.0,2500.0
blakewhiteheart,ARI,TE,127,TE127,0.0,2500.0
seanmckeon,DAL,TE,131,TE131,0.0,2500.0
49ers,SF,DST,1,DST1,7.4,4100.0
cowboys,DAL,DST,2,DST2,7.0,4000.0
jets,NYJ,DST,5,DST5,6.8,2700.0
broncos,DEN,DST,10,DST10,6.3,3900.0
commanders,WAS,DST,14,DST14,8.2,3100.0
giants,NYG,DST,24,DST24,5.9,3800.0
rams,LAR,DST,26,DST26,6.2,2300.0
cardinals,ARI,DST,29,DST29,5.9,2600.0
