player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points,salary
roschonjohnson,CHI,RB,38,RB38,7.9,4900.0
khalilherbert,CHI,RB,41,RB41,6.8,5100.0
milessanders,CAR,RB,42,RB42,6.5,4300.0
tylerallgeier,ATL,RB,45,RB45,6.3,4400.0
dalvincook,NYJ,RB,49,RB49,5.5,4400.0
chasebrown,CIN,RB,50,RB50,5.5,4400.0
d'ontaforeman,CHI,RB,51,RB51,5.4,5200.0
d'ernestjohnson,JAC,RB,52,RB52,5.3,4700.0
jamaalwilliams,NO,RB,54,RB54,5.2,4300.0
cordarrellepatterson,ATL,RB,55,RB55,4.9,4200.0
justicehill,BAL,RB,57,RB57,4.1,4000.0
roycefreeman,LAR,RB,58,RB58,3.9,4400.0
chaseedmonds,TB,RB,60,RB60,3.5,4300.0
treysermon,IND,RB,66,RB66,3.0,4000.0
pierrestrongjr.,CLE,RB,68,RB68,2.3,4000.0
dareogunbowale,HOU,RB,69,RB69,2.2,4000.0
trayveonwilliams,CIN,RB,72,RB72,1.9,4700.0
tankbigsby,JAC,RB,74,RB74,1.5,4400.0
raheemblackshear,CAR,RB,75,RB75,1.4,4000.0
tylergoodson,IND,RB,76,RB76,1.2,4000.0
israelabanikanda,NYJ,RB,78,RB78,1.1,4000.0
craigreynolds,DET,RB,82,RB82,1.0,4000.0
patrickricard,BAL,RB,84,RB84,0.8,4000.0
adamprentice,NO,RB,86,RB86,0.6,4000.0
keithsmith,ATL,RB,89,RB89,0.4,4000.0
seantucker,TB,RB,91,RB91,0.4,4000.0
nickbawden,NYJ,RB,95,RB95,0.0,4000.0
zachevans,LAR,RB,96,RB96,0.0,4000.0
khariblasingame,CHI,RB,98,RB98,0.0,4000.0
ke'shawnvaughn,TB,RB,99,RB99,0.0,4000.0
amon-rast.brown,DET,WR,4,WR4,17.6,8200.0
mikeevans,TB,WR,7,WR7,16.8,7700.0
michaelpittmanjr.,IND,WR,8,WR8,16.1,7300.0
ja'marrchase,CIN,WR,10,WR10,15.8,7600.0
djmoore,CHI,WR,11,WR11,15.5,6500.0
chrisolave,NO,WR,15,WR15,14.6,7000.0
nicocollins,HOU,WR,18,WR18,14.3,7600.0
pukanacua,LAR,WR,20,WR20,13.3,7100.0
cooperkupp,LAR,WR,24,WR24,12.4,7400.0
zayflowers,BAL,WR,25,WR25,12.1,5700.0
drakelondon,ATL,WR,26,WR26,11.7,4600.0
garrettwilson,NYJ,WR,28,WR28,11.8,5500.0
adamthielen,CAR,WR,30,WR30,11.3,6300.0
calvinridley,JAC,WR,31,WR31,11.2,6400.0
chrisgodwin,TB,WR,34,WR34,10.9,6000.0
joshdowns,IND,WR,35,WR35,10.5,4900.0
teehiggins,CIN,WR,38,WR38,10.4,5900.0
elijahmoore,CLE,WR,41,WR41,9.6,4500.0
amaricooper,CLE,WR,44,WR44,8.9,5800.0
noahbrown,HOU,WR,45,WR45,9.1,5000.0
odellbeckhamjr.,BAL,WR,47,WR47,8.7,3800.0
jonathanmingo,CAR,WR,48,WR48,8.6,3500.0
zayjones,JAC,WR,49,WR49,8.5,3700.0
tylerboyd,CIN,WR,52,WR52,8.0,4400.0
alecpierce,IND,WR,54,WR54,7.6,3700.0
jamesonwilliams,DET,WR,57,WR57,7.3,3500.0
treypalmer,TB,WR,59,WR59,6.9,3200.0
rashodbateman,BAL,WR,60,WR60,7.2,3200.0
darnellmooney,CHI,WR,61,WR61,6.9,3300.0
robertwoods,HOU,WR,63,WR63,6.6,4200.0
parkerwashington,JAC,WR,65,WR65,6.2,3000.0
djcharkjr.,CAR,WR,66,WR66,6.1,3300.0
a.t.perry,NO,WR,69,WR69,5.4,3500.0
joshreynolds,DET,WR,70,WR70,5.4,3300.0
tutuatwell,LAR,WR,72,WR72,5.3,3600.0
cedrictillman,CLE,WR,73,WR73,5.3,3400.0
xaviergipson,NYJ,WR,77,WR77,5.0,3100.0
kalifraymond,DET,WR,82,WR82,4.7,3000.0
johnmetchie,HOU,WR,86,WR86,4.4,3000.0
demarcusrobinson,LAR,WR,91,WR91,3.8,3200.0
lynnbowdenjr.,NO,WR,92,WR92,3.6,3000.0
nelsonagholor,BAL,WR,93,WR93,3.6,3000.0
vanjefferson,ATL,WR,95,WR95,3.5,3000.0
allenlazard,NYJ,WR,97,WR97,3.2,3100.0
trentonirwin,CIN,WR,99,WR99,3.1,3200.0
tylerscott,CHI,WR,103,WR103,2.9,3000.0
deventhompkins,TB,WR,109,WR109,2.6,3000.0
khadarelhodge,ATL,WR,110,WR110,2.5,3000.0
benskowronek,LAR,WR,114,WR114,1.9,3000.0
keithkirkwood,NO,WR,116,WR116,1.5,3000.0
mikestrachan,CAR,WR,117,WR117,1.7,3000.0
rashidshaheed,NO,WR,119,WR119,2.6,4300.0
mackhollins,ATL,WR,120,WR120,1.6,3300.0
davidbell,CLE,WR,121,WR121,1.7,3100.0
isaiahmckenzie,IND,WR,122,WR122,1.5,3000.0
donovanpeoples-jones,DET,WR,124,WR124,1.5,3000.0
marquezcallaway,NO,WR,127,WR127,1.0,3000.0
timjones,JAC,WR,130,WR130,1.2,3000.0
ihmirsmith-marsette,CAR,WR,132,WR132,0.9,3000.0
xavierhutchinson,HOU,WR,134,WR134,0.8,3000.0
andreiiosivas,CIN,WR,135,WR135,0.7,3000.0
marquisegoodwin,CLE,WR,136,WR136,0.7,3000.0
velusjonesjr.,CHI,WR,137,WR137,0.7,3000.0
davidmoore,TB,WR,138,WR138,0.7,3000.0
randallcobb,NYJ,WR,139,WR139,0.5,3000.0
devinduvernay,BAL,WR,143,WR143,0.4,3000.0
trenttaylor,CHI,WR,144,WR144,0.3,3000.0
tylanwallace,BAL,WR,145,WR145,0.3,3000.0
charliejones,CIN,WR,147,WR147,0.3,3000.0
terracemarshalljr.,CAR,WR,149,WR149,0.2,3000.0
d.j.montgomery,IND,WR,150,WR150,0.0,3000.0
austintrammell,LAR,WR,154,WR154,0.0,3000.0
ryanmiller,TB,WR,155,WR155,0.0,3000.0
jamesproche,CLE,WR,157,WR157,0.0,3000.0
irvincharles,NYJ,WR,158,WR158,0.0,3000.0
collinjohnson,CHI,WR,162,WR162,0.0,3000.0
antoinegreen,DET,WR,165,WR165,0.0,3000.0
samlaporta,DET,TE,2,TE2,12.9,6100.0
evanengram,JAC,TE,7,TE7,10.9,4800.0
davidnjoku,CLE,TE,8,TE8,10.8,4100.0
isaiahlikely,BAL,TE,9,TE9,10.5,3500.0
colekmet,CHI,TE,10,TE10,10.0,4300.0
kylepitts,ATL,TE,12,TE12,8.3,3700.0
cadeotton,TB,TE,15,TE15,7.6,3100.0
brevinjordan,HOU,TE,17,TE17,7.3,3100.0
tylerconklin,NYJ,TE,19,TE19,7.0,3000.0
juwanjohnson,NO,TE,20,TE20,6.5,3300.0
tannerhudson,CIN,TE,23,TE23,6.3,2800.0
jonnusmith,ATL,TE,24,TE24,6.0,3100.0
kylengranson,IND,TE,27,TE27,5.3,2600.0
taysomhill,NO,TE,32,TE32,3.7,5400.0
harrisonbryant,CLE,TE,34,TE34,3.6,2900.0
stephensullivan,CAR,TE,35,TE35,3.2,2500.0
jeremyruckert,NYJ,TE,37,TE37,3.1,2500.0
tommytremble,CAR,TE,38,TE38,3.0,2500.0
irvsmithjr.,CIN,TE,39,TE39,3.0,2500.0
willmallory,IND,TE,40,TE40,2.8,2500.0
hunterlong,LAR,TE,42,TE42,2.8,2500.0
lukefarrell,JAC,TE,43,TE43,2.7,2500.0
fostermoreau,NO,TE,45,TE45,2.5,2500.0
drewsample,CIN,TE,46,TE46,2.5,2500.0
ianthomas,CAR,TE,48,TE48,2.3,2500.0
tylerhigbee,LAR,TE,52,TE52,2.3,3600.0
moalie-cox,IND,TE,55,TE55,1.8,2500.0
roberttonyan,CHI,TE,57,TE57,1.8,2500.0
brycenhopkins,LAR,TE,58,TE58,1.7,2500.0
davisallen,LAR,TE,59,TE59,1.7,2700.0
brockwright,DET,TE,60,TE60,1.6,2500.0
andrewbeck,HOU,TE,61,TE61,1.6,4000.0
jordanakins,CLE,TE,64,TE64,1.5,2500.0
charliekolar,BAL,TE,65,TE65,1.5,2500.0
paynedurham,TB,TE,69,TE69,1.2,2500.0
mycolepruitt,ATL,TE,70,TE70,1.2,2500.0
ericsaubert,HOU,TE,71,TE71,1.1,2500.0
mitchellwilcox,CIN,TE,73,TE73,1.0,2500.0
marcedeslewis,CHI,TE,81,TE81,0.0,2500.0
jimmygraham,NO,TE,83,TE83,0.0,2500.0
kennyyeboah,NYJ,TE,85,TE85,0.0,2500.0
kokieft,TB,TE,86,TE86,0.0,2500.0
jamesmitchell,DET,TE,88,TE88,0.0,2500.0
parkerhesse,ATL,TE,89,TE89,0.0,2500.0
joshpederson,JAC,TE,91,TE91,0.0,2500.0
texans,HOU,DST,4,DST4,7.6,4000.0
ravens,BAL,DST,5,DST5,7.6,3300.0
saints,NO,DST,7,DST7,7.3,3900.0
browns,CLE,DST,8,DST8,7.1,3000.0
jaguars,JAC,DST,9,DST9,6.8,3600.0
lions,DET,DST,10,DST10,6.7,3400.0
colts,IND,DST,13,DST13,6.5,3500.0
jets,NYJ,DST,14,DST14,6.5,2900.0
falcons,ATL,DST,16,DST16,6.4,2900.0
buccaneers,TB,DST,18,DST18,6.2,3800.0
panthers,CAR,DST,22,DST22,5.7,3000.0
bears,CHI,DST,23,DST23,5.7,2400.0
bengals,CIN,DST,24,DST24,5.6,3100.0
rams,LAR,DST,28,DST28,5.4,2700.0
