player_name,player_position_id,rank_ecr,pos_rank,projected_points,salary
jaguars,DST,10,DST10,6.8,3400.0
chargers,DST,11,DST11,6.8,3300.0
seahawks,DST,13,DST13,6.2,3100.0
jets,DST,14,DST14,6.4,2600.0
texans,DST,15,DST15,6.1,3000.0
giants,DST,17,DST17,6.0,3000.0
titans,DST,21,DST21,5.7,2900.0
rams,DST,22,DST22,5.6,2800.0
packers,DST,23,DST23,5.6,2300.0
buccaneers,DST,24,DST24,5.6,2700.0
raiders,DST,25,DST25,5.6,2500.0
panthers,DST,26,DST26,5.2,2200.0
cardinals,DST,27,DST27,5.4,2900.0
bears,DST,28,DST28,4.9,2400.0
