player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points
Skylar Thompson,MIA,QB,49,QB49,0.0
Kenny Pickett,PHI,QB,50,QB50,0.0
Joshua Dobbs,SF,QB,51,QB51,0.0
Mac Jones,JAC,QB,52,QB52,0.0
Hendon Hooker,DET,QB,53,QB53,0.0
Spencer Rattler,NO,QB,54,QB54,0.0
Andy Dalton,CAR,QB,55,QB55,0.0
Tyson Bagent,CHI,QB,56,QB56,0.0
Davis Mills,HOU,QB,57,QB57,0.0
Kyle Trask,TB,QB,58,QB58,0.0
Clayton Tune,ARI,QB,59,QB59,0.0
Taylor Heinicke,LAC,QB,60,QB60,0.0
Cooper Rush,DAL,QB,61,QB61,0.0
Malik Willis,GB,QB,62,QB62,0.0
Brandon Allen,SF,QB,63,QB63,0.0
Easton Stick,LAC,QB,64,QB64,0.0
Mitchell Trubisky,BUF,QB,65,QB65,0.0
Stetson Bennett,LAR,QB,66,QB66,0.0
Zach Wilson,DEN,QB,67,QB67,0.0
Tyler Huntley,BAL,QB,68,QB68,0.0
Mike White,BUF,QB,69,QB69,0.0
Trey Lance,DAL,QB,70,QB70,0.0
Dorian Thompson-Robinson,CLE,QB,71,QB71,0.0
Tommy DeVito,NYG,QB,72,QB72,0.0
Jake Haener,NO,QB,73,QB73,0.0
Jaren Hall,SEA,QB,74,QB74,0.0
Joe Milton III,NE,QB,75,QB75,0.0
Sean Clifford,GB,QB,76,QB76,0.0
Jeff Driskel,WAS,QB,77,QB77,0.0
Desmond Ridder,ARI,QB,78,QB78,0.0
Michael Pratt,TB,QB,79,QB79,0.0
Brett Rypien,MIN,QB,80,QB80,0.0
Tanner McKee,PHI,QB,81,QB81,0.0
Carter Bradley,LV,QB,82,QB82,0.0
Kyle Allen,PIT,QB,83,QB83,0.0
Sam Ehlinger,IND,QB,84,QB84,0.0
Logan Woodside,CIN,QB,85,QB85,0.0
Devin Leary,BAL,QB,86,QB86,0.0
Tim Boyle,MIA,QB,87,QB87,0.0
Will Grier,PHI,QB,88,QB88,0.0
Jake Fromm,DET,QB,89,QB89,0.0
Feleipe Franks,CAR,QB,90,QB90,0.0
Adam Froman,ATL,QB,91,QB91,0.0
Adrian Martinez,NYJ,QB,92,QB92,0.0
John Wolford,CAR,QB,93,QB93,0.0
Bailey Zappe,KC,QB,94,QB94,0.0
Christian McCaffrey,SF,RB,1,RB1,22.2
Bijan Robinson,ATL,RB,2,RB2,18.8
Breece Hall,NYJ,RB,3,RB3,18.0
Saquon Barkley,PHI,RB,4,RB4,16.9
Jonathan Taylor,IND,RB,5,RB5,16.7
Jahmyr Gibbs,DET,RB,6,RB6,16.4
Travis Etienne Jr.,JAC,RB,7,RB7,16.2
Rachaad White,TB,RB,8,RB8,16.1
De'Von Achane,MIA,RB,9,RB9,15.7
Alvin Kamara,NO,RB,10,RB10,15.7
Kyren Williams,LAR,RB,11,RB11,15.4
James Cook,BUF,RB,12,RB12,15.1
Kenneth Walker III,SEA,RB,13,RB13,14.8
Josh Jacobs,GB,RB,14,RB14,14.5
Derrick Henry,BAL,RB,15,RB15,14.5
Isiah Pacheco,KC,RB,16,RB16,14.3
Joe Mixon,HOU,RB,17,RB17,14.1
James Conner,ARI,RB,18,RB18,13.6
Aaron Jones,MIN,RB,19,RB19,12.7
Rhamondre Stevenson,NE,RB,20,RB20,12.6
Javonte Williams,DEN,RB,21,RB21,12.2
David Montgomery,DET,RB,22,RB22,12.2
Raheem Mostert,MIA,RB,23,RB23,11.8
D'Andre Swift,CHI,RB,24,RB24,11.8
Jerome Ford,CLE,RB,25,RB25,11.7
Najee Harris,PIT,RB,26,RB26,11.4
Devin Singletary,NYG,RB,27,RB27,11.2
Zamir White,LV,RB,28,RB28,11.2
Chuba Hubbard,CAR,RB,29,RB29,11.2
Tony Pollard,TEN,RB,30,RB30,11.1
Brian Robinson Jr.,WAS,RB,31,RB31,11.0
Zack Moss,CIN,RB,32,RB32,10.8
Austin Ekeler,WAS,RB,33,RB33,10.7
Chase Brown,CIN,RB,34,RB34,10.1
Tyjae Spears,TEN,RB,35,RB35,10.0
Jaylen Warren,PIT,RB,36,RB36,9.9
Gus Edwards,LAC,RB,37,RB37,9.1
Ezekiel Elliott,DAL,RB,38,RB38,8.8
Jaleel McLaughlin,DEN,RB,39,RB39,8.7
J.K. Dobbins,LAC,RB,40,RB40,8.4
Rico Dowdle,DAL,RB,41,RB41,8.0
Zach Charbonnet,SEA,RB,42,RB42,8.0
Antonio Gibson,NE,RB,43,RB43,7.4
Blake Corum,LAR,RB,44,RB44,7.2
Tyler Allgeier,ATL,RB,45,RB45,7.1
Ty Chandler,MIN,RB,46,RB46,7.1
Khalil Herbert,CHI,RB,47,RB47,7.0
Ray Davis,BUF,RB,48,RB48,6.2
Trey Benson,ARI,RB,49,RB49,6.2
Samaje Perine,KC,RB,50,RB50,6.1
Jamaal Williams,NO,RB,51,RB51,5.8
Bucky Irving,TB,RB,52,RB52,5.2
Justice Hill,BAL,RB,53,RB53,5.0
Alexander Mattison,LV,RB,54,RB54,4.9
Miles Sanders,CAR,RB,55,RB55,4.8
D'Onta Foreman,CLE,RB,56,RB56,4.7
Tank Bigsby,JAC,RB,57,RB57,4.4
Roschon Johnson,CHI,RB,58,RB58,4.2
Jordan Mason,SF,RB,59,RB59,4.0
Kenneth Gainwell,PHI,RB,60,RB60,3.8
Jaylen Wright,MIA,RB,61,RB61,3.7
Tyrone Tracy Jr.,NYG,RB,62,RB62,3.1
Braelon Allen,NYJ,RB,63,RB63,3.0
Dameon Pierce,HOU,RB,64,RB64,2.6
Kimani Vidal,LAC,RB,65,RB65,2.6
Audric Estime,DEN,RB,66,RB66,2.4
Cordarrelle Patterson,PIT,RB,67,RB67,2.3
Emanuel Wilson,GB,RB,68,RB68,2.3
MarShawn Lloyd,GB,RB,69,RB69,2.2
Trey Sermon,IND,RB,70,RB70,2.1
Dylan Laube,LV,RB,71,RB71,2.1
Will Shipley,PHI,RB,72,RB72,1.9
Pierre Strong Jr.,CLE,RB,73,RB73,1.8
Eric Gray,NYG,RB,74,RB74,1.5
Cam Akers,HOU,RB,75,RB75,1.5
Deuce Vaughn,DAL,RB,76,RB76,1.4
D'Ernest Johnson,JAC,RB,77,RB77,1.4
Ty Johnson,BUF,RB,78,RB78,1.3
Emari Demercado,ARI,RB,79,RB79,1.2
Carson Steele,KC,RB,80,RB80,1.1
Isaac Guerendo,SF,RB,81,RB81,1.1
Isaiah Davis,NYJ,RB,82,RB82,1.1
Ronnie Rivers,LAR,RB,83,RB83,1.0
Dalvin Cook,DAL,RB,84,RB84,1.0
Jeff Wilson Jr.,MIA,RB,85,RB85,0.9
Israel Abanikanda,NYJ,RB,86,RB86,0.9
DeeJay Dallas,ARI,RB,87,RB87,0.8
Ameer Abdullah,LV,RB,88,RB88,0.8
Evan Hull,IND,RB,89,RB89,0.7
Blake Watson,DEN,RB,90,RB90,0.7
Kyle Juszczyk,SF,RB,91,RB91,0.6
Michael Carter,ARI,RB,92,RB92,0.5
Chris Rodriguez Jr.,WAS,RB,93,RB93,0.5
Craig Reynolds,DET,RB,94,RB94,0.5
Cody Schrader,LAR,RB,95,RB95,0.5
Tyler Goodson,IND,RB,96,RB96,0.4
Raheem Blackshear,CAR,RB,97,RB97,0.4
Kendall Milton,CIN,RB,98,RB98,0.4
Sean Tucker,TB,RB,99,RB99,0.4
Royce Freeman,FA,RB,100,RB100,0.3
Alec Ingold,MIA,RB,101,RB101,0.2
Kenny McIntosh,SEA,RB,102,RB102,0.2
Patrick Ricard,BAL,RB,103,RB103,0.2
JaMycal Hasty,NE,RB,104,RB104,0.2
C.J. Ham,MIN,RB,105,RB105,0.2
Jordan Mims,NO,RB,106,RB106,0.2
Dare Ogunbowale,HOU,RB,107,RB107,0.2
Trayveon Williams,CIN,RB,108,RB108,0.2
Sione Vaki,DET,RB,109,RB109,0.2
Jeremy McNichols,WAS,RB,110,RB110,0.2
Travis Homer,CHI,RB,111,RB111,0.2
Jase McClellan,ATL,RB,112,RB112,0.2
Avery Williams,ATL,RB,113,RB113,0.2
Adam Prentice,NO,RB,114,RB114,0.2
Hunter Luepke,DAL,RB,115,RB115,0.1
Julius Chestnut,TEN,RB,116,RB116,0.1
Reggie Gilliam,BUF,RB,117,RB117,0.1
Khari Blasingame,CHI,RB,118,RB118,0.1
Hassan Haskins,LAC,RB,119,RB119,0.0
Jaret Patterson,LAC,RB,120,RB120,0.0
Patrick Taylor Jr.,SF,RB,121,RB121,0.0
Myles Gaskin,MIN,RB,122,RB122,0.0
John Kelly Jr.,BAL,RB,123,RB123,0.0
Dante Miller,NYG,RB,124,RB124,0.0
Jawhar Jordan,FA,RB,125,RB125,0.0
Carlos Washington Jr.,ATL,RB,126,RB126,0.0
Malik Davis,DAL,RB,127,RB127,0.0
Boston Scott,PIT,RB,128,RB128,0.0
British Brooks,HOU,RB,129,RB129,0.0
Gary Brightwell,CLE,RB,130,RB130,0.0
Jermar Jefferson,DET,RB,131,RB131,0.0
Deneric Prince,MIA,RB,132,RB132,0.0
Keaontay Ingram,KC,RB,133,RB133,0.0
Tyrion Davis-Price,PHI,RB,134,RB134,0.0
George Holani,SEA,RB,135,RB135,0.0
Tyler Badie,DEN,RB,136,RB136,0.0
Amon-Ra St. Brown,DET,WR,1,WR1,20.4
Tyreek Hill,MIA,WR,2,WR2,18.9
Justin Jefferson,MIN,WR,3,WR3,18.9
CeeDee Lamb,DAL,WR,4,WR4,18.8
A.J. Brown,PHI,WR,5,WR5,18.0
Garrett Wilson,NYJ,WR,6,WR6,17.2
Ja'Marr Chase,CIN,WR,7,WR7,16.9
Puka Nacua,LAR,WR,8,WR8,16.4
Davante Adams,LV,WR,9,WR9,15.5
Mike Evans,TB,WR,10,WR10,15.4
Cooper Kupp,LAR,WR,11,WR11,15.3
Marvin Harrison Jr.,ARI,WR,12,WR12,15.2
Chris Olave,NO,WR,13,WR13,15.2
Michael Pittman Jr.,IND,WR,14,WR14,15.1
Jaylen Waddle,MIA,WR,15,WR15,14.9
Drake London,ATL,WR,16,WR16,14.8
Nico Collins,HOU,WR,17,WR17,14.7
Rashee Rice,KC,WR,18,WR18,14.4
Malik Nabers,NYG,WR,19,WR19,14.3
Deebo Samuel Sr.,SF,WR,20,WR20,14.3
DK Metcalf,SEA,WR,21,WR21,14.0
DJ Moore,CHI,WR,22,WR22,13.9
DeVonta Smith,PHI,WR,23,WR23,13.9
Amari Cooper,CLE,WR,24,WR24,13.7
Stefon Diggs,HOU,WR,25,WR25,13.6
Terry McLaurin,WAS,WR,26,WR26,13.6
Brandon Aiyuk,SF,WR,27,WR27,13.6
Chris Godwin,TB,WR,28,WR28,13.4
Tee Higgins,CIN,WR,29,WR29,13.3
George Pickens,PIT,WR,30,WR30,13.2
Zay Flowers,BAL,WR,31,WR31,13.1
Christian Kirk,JAC,WR,32,WR32,13.0
Tank Dell,HOU,WR,33,WR33,13.0
Diontae Johnson,CAR,WR,34,WR34,12.9
Keenan Allen,CHI,WR,35,WR35,12.8
Calvin Ridley,TEN,WR,36,WR36,12.6
Jayden Reed,GB,WR,37,WR37,12.1
Jaxon Smith-Njigba,SEA,WR,38,WR38,11.5
Xavier Worthy,KC,WR,39,WR39,11.3
Courtland Sutton,DEN,WR,40,WR40,11.3
Christian Watson,GB,WR,41,WR41,11.3
DeAndre Hopkins,TEN,WR,42,WR42,11.2
Brian Thomas Jr.,JAC,WR,43,WR43,11.2
Joshua Palmer,LAC,WR,44,WR44,11.0
Tyler Lockett,SEA,WR,45,WR45,10.5
Rome Odunze,CHI,WR,46,WR46,10.4
Jordan Addison,MIN,WR,47,WR47,10.4
Ladd McConkey,LAC,WR,48,WR48,10.4
Khalil Shakir,BUF,WR,49,WR49,10.3
Jakobi Meyers,LV,WR,50,WR50,10.3
Jameson Williams,DET,WR,51,WR51,10.2
Keon Coleman,BUF,WR,52,WR52,10.2
Romeo Doubs,GB,WR,53,WR53,10.1
Rashid Shaheed,NO,WR,54,WR54,10.0
Curtis Samuel,BUF,WR,55,WR55,9.8
Gabe Davis,JAC,WR,56,WR56,9.7
Jerry Jeudy,CLE,WR,57,WR57,9.6
Brandin Cooks,DAL,WR,58,WR58,9.6
Adam Thielen,CAR,WR,59,WR59,9.2
DeMario Douglas,NE,WR,60,WR60,8.9
Mike Williams,NYJ,WR,61,WR61,8.8
Darnell Mooney,ATL,WR,62,WR62,8.7
Michael Wilson,ARI,WR,63,WR63,8.5
Adonai Mitchell,IND,WR,64,WR64,8.3
Dontayvion Wicks,GB,WR,65,WR65,8.3
Rashod Bateman,BAL,WR,66,WR66,7.8
Ja'Lynn Polk,NE,WR,67,WR67,7.6
Wan'Dale Robinson,NYG,WR,68,WR68,7.5
Demarcus Robinson,LAR,WR,69,WR69,7.4
Tyler Boyd,TEN,WR,70,WR70,7.2
Greg Dortch,ARI,WR,71,WR71,7.2
Marvin Mims Jr.,DEN,WR,72,WR72,7.0
Jalen McMillan,TB,WR,73,WR73,6.7
Darius Slayton,NYG,WR,74,WR74,6.6
Xavier Legette,CAR,WR,75,WR75,6.4
Andrei Iosivas,CIN,WR,76,WR76,6.1
Josh Reynolds,DEN,WR,77,WR77,5.9
Quentin Johnston,LAC,WR,78,WR78,5.8
Jahan Dotson,PHI,WR,79,WR79,5.4
DJ Chark Jr.,LAC,WR,80,WR80,5.3
Jalen Tolbert,DAL,WR,81,WR81,5.2
Jalin Hyatt,NYG,WR,82,WR82,5.2
Van Jefferson,PIT,WR,83,WR83,5.2
Elijah Moore,CLE,WR,84,WR84,5.1
Josh Downs,IND,WR,85,WR85,5.1
K.J. Osborn,NE,WR,86,WR86,5.1
Luke McCaffrey,WAS,WR,87,WR87,5.0
Alec Pierce,IND,WR,88,WR88,5.0
Nelson Agholor,BAL,WR,89,WR89,4.9
Tre Tucker,LV,WR,90,WR90,4.6
Roman Wilson,PIT,WR,91,WR91,4.5
Jermaine Burton,CIN,WR,92,WR92,4.5
Jonathan Mingo,CAR,WR,93,WR93,4.4
Malik Washington,MIA,WR,94,WR94,4.3
Jauan Jennings,SF,WR,95,WR95,4.3
Allen Lazard,NYJ,WR,96,WR96,4.1
Javon Baker,NE,WR,97,WR97,4.1
Malachi Corley,NYJ,WR,98,WR98,4.0
Troy Franklin,DEN,WR,99,WR99,3.8
Dyami Brown,WAS,WR,100,WR100,3.8
Trey Palmer,TB,WR,101,WR101,3.7
Cedric Tillman,CLE,WR,102,WR102,3.7
Noah Brown,WAS,WR,103,WR103,3.7
A.T. Perry,NO,WR,104,WR104,3.6
Treylon Burks,TEN,WR,105,WR105,3.6
Jacob Cowing,SF,WR,106,WR106,3.5
Kalif Raymond,DET,WR,107,WR107,3.3
Ray-Ray McCloud III,ATL,WR,108,WR108,2.9
Xavier Gipson,NYJ,WR,109,WR109,2.9
Justin Watson,KC,WR,110,WR110,2.8
Jalen Nailor,MIN,WR,111,WR111,2.8
Calvin Austin III,PIT,WR,112,WR112,2.8
Braxton Berrios,MIA,WR,113,WR113,2.6
Olamide Zaccheaus,WAS,WR,114,WR114,2.5
Tyquan Thornton,NE,WR,115,WR115,2.5
Mack Hollins,BUF,WR,116,WR116,2.4
Cedrick Wilson Jr.,NO,WR,117,WR117,2.4
Tutu Atwell,LAR,WR,118,WR118,2.3
John Metchie III,HOU,WR,119,WR119,2.2
JuJu Smith-Schuster,KC,WR,120,WR120,2.2
Robert Woods,HOU,WR,121,WR121,2.1
Jordan Whittington,LAR,WR,122,WR122,2.1
Marquez Valdes-Scantling,BUF,WR,123,WR123,1.9
Brenden Rice,LAC,WR,124,WR124,1.9
Jake Bobo,SEA,WR,125,WR125,1.7
Mecole Hardman Jr.,KC,WR,126,WR126,1.6
Parker Washington,JAC,WR,127,WR127,1.6
KaVontae Turpin,DAL,WR,128,WR128,1.6
Skyy Moore,KC,WR,129,WR129,1.5
KhaDarel Hodge,ATL,WR,130,WR130,1.5
Brandon Powell,MIN,WR,131,WR131,1.4
Trenton Irwin,CIN,WR,132,WR132,1.3
Bo Melton,GB,WR,133,WR133,1.3
Tyler Scott,CHI,WR,134,WR134,1.2
Johnny Wilson,PHI,WR,135,WR135,1.1
Devaughn Vele,DEN,WR,136,WR136,1.1
Nick Westbrook-Ikhine,TEN,WR,137,WR137,1.0
Derius Davis,LAC,WR,138,WR138,1.0
Jalen Brooks,DAL,WR,139,WR139,0.9
Bub Means,NO,WR,140,WR140,0.9
Charlie Jones,CIN,WR,141,WR141,0.7
Devin Duvernay,JAC,WR,142,WR142,0.7
Isaiah Williams,DET,WR,143,WR143,0.7
Jamison Crowder,WAS,WR,144,WR144,0.7
Chris Moore,ARI,WR,145,WR145,0.6
Tim Patrick,DET,WR,146,WR146,0.6
Casey Washington,ATL,WR,147,WR147,0.6
Scotty Miller,PIT,WR,148,WR148,0.6
Velus Jones Jr.,CHI,WR,149,WR149,0.6
Zach Pascal,ARI,WR,150,WR150,0.6
Ashton Dulin,IND,WR,151,WR151,0.6
Deonte Harty,BAL,WR,152,WR152,0.6
Trent Sherfield Sr.,MIN,WR,153,WR153,0.5
Anthony Gould,IND,WR,154,WR154,0.5
Ryan Flournoy,DAL,WR,155,WR155,0.5
Tylan Wallace,BAL,WR,156,WR156,0.5
Zay Jones,ARI,WR,157,WR157,0.5
DJ Turner,LV,WR,158,WR158,0.5
Laviska Shenault Jr.,SEA,WR,159,WR159,0.5
Kayshon Boutte,NE,WR,160,WR160,0.4
Xavier Hutchinson,HOU,WR,161,WR161,0.4
David Moore,CAR,WR,162,WR162,0.4
Jamari Thrash,CLE,WR,163,WR163,0.4
Ronnie Bell,SF,WR,164,WR164,0.4
Trishton Jackson,MIN,WR,165,WR165,0.3
Chris Conley,SF,WR,166,WR166,0.3
DeAndre Carter,CHI,WR,167,WR167,0.3
Kameron Johnson,TB,WR,168,WR168,0.3
Malik Heath,GB,WR,169,WR169,0.3
Kadarius Toney,FA,WR,170,WR170,0.3
Grant DuBose,MIA,WR,171,WR171,0.3
David Bell,FA,WR,172,WR172,0.3
Donovan Peoples-Jones,DET,WR,173,WR173,0.3
Bryce Ford-Wheaton,NYG,WR,174,WR174,0.3
Parris Campbell,PHI,WR,175,WR175,0.3
Byron Pringle,WAS,WR,176,WR176,0.3
Simi Fehoko,LAC,WR,177,WR177,0.2
Ramel Keyton,LV,WR,178,WR178,0.2
Gunner Olszewski,NYG,WR,179,WR179,0.2
Jha'Quan Jackson,TEN,WR,180,WR180,0.2
Tyler Johnson,LAR,WR,181,WR181,0.2
Tim Jones,JAC,WR,182,WR182,0.1
Britain Covey,PHI,WR,183,WR183,0.1
Brandon Johnson,PIT,WR,184,WR184,0.1
Steven Sims Jr.,HOU,WR,185,WR185,0.1
Rysen John,FA,WR,186,WR186,0.1
Allen Robinson II,DET,WR,187,WR187,0.1
Dareke Young,SEA,WR,188,WR188,0.1
Irvin Charles,NYJ,WR,189,WR189,0.1
Lil'Jordan Humphrey,DEN,WR,190,WR190,0.1
Xavier Weaver,ARI,WR,191,WR191,0.1
Mason Tipton,NO,WR,192,WR192,0.1
Justyn Ross,KC,WR,193,WR193,0.1
Jalen Guyton,LV,WR,194,WR194,0.1
John Stephens Jr.,DAL,WR,195,WR195,0.1
Jalen Reagor,NE,WR,196,WR196,0.1
Robbie Chosen,MIA,WR,197,WR197,0.1
D.J. Montgomery,IND,WR,198,WR198,0.1
Samori Toure,CHI,WR,199,WR199,0.1
Jordan Matthews,CAR,WR,200,WR200,0.1
Equanimeous St. Brown,NO,WR,201,WR201,0.0
Sterling Shepard,TB,WR,202,WR202,0.0
Trent Taylor,SF,WR,203,WR203,0.0
Collin Johnson,CHI,WR,204,WR204,0.0
Dee Eskridge,MIA,WR,205,WR205,0.0
Elijah Cooks,JAC,WR,206,WR206,0.0
Sam LaPorta,DET,TE,1,TE1,14.8
Travis Kelce,KC,TE,2,TE2,14.7
Trey McBride,ARI,TE,3,TE3,13.3
Dalton Kincaid,BUF,TE,4,TE4,13.0
Mark Andrews,BAL,TE,5,TE5,12.8
Evan Engram,JAC,TE,6,TE6,12.0
Kyle Pitts,ATL,TE,7,TE7,11.8
George Kittle,SF,TE,8,TE8,11.0
David Njoku,CLE,TE,9,TE9,10.5
Jake Ferguson,DAL,TE,10,TE10,10.2
Dallas Goedert,PHI,TE,11,TE11,9.6
Brock Bowers,LV,TE,12,TE12,9.5
Dalton Schultz,HOU,TE,13,TE13,8.9
Pat Freiermuth,PIT,TE,14,TE14,7.7
Hunter Henry,NE,TE,15,TE15,7.7
Taysom Hill,NO,TE,16,TE16,7.6
Tyler Conklin,NYJ,TE,17,TE17,7.5
Cade Otton,TB,TE,18,TE18,7.3
Cole Kmet,CHI,TE,19,TE19,7.1
Luke Musgrave,GB,TE,20,TE20,7.0
Noah Fant,SEA,TE,21,TE21,6.8
Colby Parkinson,LAR,TE,22,TE22,6.7
Jonnu Smith,MIA,TE,23,TE23,6.6
Zach Ertz,WAS,TE,24,TE24,6.2
Juwan Johnson,NO,TE,25,TE25,6.2
Chigoziem Okonkwo,TEN,TE,26,TE26,5.9
Greg Dulcich,DEN,TE,27,TE27,5.9
Isaiah Likely,BAL,TE,28,TE28,5.6
Mike Gesicki,CIN,TE,29,TE29,5.4
Tucker Kraft,GB,TE,30,TE30,5.4
Michael Mayer,LV,TE,31,TE31,5.2
Ben Sinnott,WAS,TE,32,TE32,4.8
Dawson Knox,BUF,TE,33,TE33,4.8
Ja'Tavion Sanders,CAR,TE,34,TE34,4.7
Gerald Everett,CHI,TE,35,TE35,4.6
Hayden Hurst,LAC,TE,36,TE36,4.6
Kylen Granson,IND,TE,37,TE37,4.6
Johnny Mundt,MIN,TE,38,TE38,4.5
Theo Johnson,NYG,TE,39,TE39,4.2
Daniel Bellinger,NYG,TE,40,TE40,4.0
Will Dissly,LAC,TE,41,TE41,3.7
Josh Oliver,MIN,TE,42,TE42,3.3
Noah Gray,KC,TE,43,TE43,3.2
Austin Hooper,NE,TE,44,TE44,2.7
Tommy Tremble,CAR,TE,45,TE45,2.6
Adam Trautman,DEN,TE,46,TE46,2.4
Mo Alie-Cox,IND,TE,47,TE47,2.4
Josh Whyle,TEN,TE,48,TE48,2.2
Tanner Hudson,CIN,TE,49,TE49,2.1
Foster Moreau,NO,TE,50,TE50,2.1
Darnell Washington,PIT,TE,51,TE51,2.0
Jeremy Ruckert,NYJ,TE,52,TE52,2.0
Davis Allen,LAR,TE,53,TE53,1.9
Durham Smythe,MIA,TE,54,TE54,1.9
Brevin Jordan,HOU,TE,55,TE55,1.8
Drew Sample,CIN,TE,56,TE56,1.7
Will Mallory,IND,TE,57,TE57,1.7
Brock Wright,DET,TE,58,TE58,1.5
Jordan Akins,CLE,TE,59,TE59,1.5
Elijah Higgins,ARI,TE,60,TE60,1.5
Luke Schoonmaker,DAL,TE,61,TE61,1.3
Pharaoh Brown,SEA,TE,62,TE62,1.3
Lucas Krull,DEN,TE,63,TE63,1.3
John Bates,WAS,TE,64,TE64,1.2
Cade Stover,HOU,TE,65,TE65,1.2
Drew Ogletree,IND,TE,66,TE66,1.2
Connor Heyward,PIT,TE,67,TE67,1.2
Erick All Jr.,CIN,TE,68,TE68,1.1
Stone Smartt,LAC,TE,69,TE69,1.1
Tip Reiman,ARI,TE,70,TE70,1.0
Ian Thomas,CAR,TE,71,TE71,1.0
Charlie Woerner,ATL,TE,72,TE72,1.0
Luke Farrell,JAC,TE,73,TE73,1.0
Payne Durham,TB,TE,74,TE74,0.7
Grant Calcaterra,PHI,TE,75,TE75,0.7
Brenton Strange,JAC,TE,76,TE76,0.7
Julian Hill,MIA,TE,77,TE77,0.6
Jaheim Bell,NE,TE,78,TE78,0.6
Harrison Bryant,LV,TE,79,TE79,0.6
Jared Wiley,KC,TE,80,TE80,0.6
Chris Manhertz,NYG,TE,81,TE81,0.5
AJ Barner,SEA,TE,82,TE82,0.5
MyCole Pruitt,PIT,TE,83,TE83,0.5
Hunter Long,LAR,TE,84,TE84,0.4
Charlie Kolar,BAL,TE,85,TE85,0.4
Eric Saubert,SF,TE,86,TE86,0.4
Jake Tonges,SF,TE,87,TE87,0.3
Nate Adkins,DEN,TE,88,TE88,0.3
Ben Sims,GB,TE,89,TE89,0.3
Ross Dwelley,ATL,TE,90,TE90,0.2
Ko Kieft,TB,TE,91,TE91,0.2
Nick Muse,MIN,TE,92,TE92,0.2
Robert Tonyan,MIN,TE,93,TE93,0.2
Marcedes Lewis,CHI,TE,94,TE94,0.2
Quintin Morris,BUF,TE,95,TE95,0.2
Brady Russell,SEA,TE,96,TE96,0.1
Donald Parham Jr.,DEN,TE,97,TE97,0.1
Brenden Bates,NYJ,TE,98,TE98,0.1
Dallin Holker,NO,TE,99,TE99,0.1
Nick Vannett,TEN,TE,100,TE100,0.1
Parker Hesse,DET,TE,101,TE101,0.1
Devin Culp,TB,TE,102,TE102,0.0
Brevyn Spann-Ford,DAL,TE,103,TE103,0.0
Irv Smith Jr.,FA,TE,104,TE104,0.0
Tanner McLachlan,CIN,TE,105,TE105,0.0
Thomas Odukoya,TEN,TE,106,TE106,0.0
Moral Stephens,FA,TE,107,TE107,0.0
Travis Vokolek,ARI,TE,108,TE108,0.0
Tanner Conner,MIA,TE,109,TE109,0.0
Colson Yankoff,WAS,TE,110,TE110,0.0
