player_name,salary
cedrictillman,3000
davidbell,3000
anthonyschwartz,3000
jakeemgrantsr.,3000
michaelwoods,3000
jaelondarden,3000
austinwatkinsjr.,3000
chrismoore,3000
kearisjackson,3000
coltondowell,3000
kylephilips,3000
masonkinsey,3000
tre'shaunharrison,3000
titans,3000
antoinegreen,3000
jamesonwilliams,3000
mauricealexander,3000
dylandrummond,3000
dauricefountain,3000
scottymiller,3000
khadarelhodge,3000
joshali,3000
pennyhart,3000
c.j.saunders,3000
mathewsexton,3000
zaymalone,3000
malikheath,3000
samoritoure,3000
grantdubose,3000
bomelton,3000
kirkmerritt,3000
keithkirkwood,3000
a.t.perry,3000
lynnbowdenjr.,3000
tre'quansmith,3000
shaqdavis,3000
jamalagnew,3000
timjones,3000
elijahcooks,3000
parkerwashington,3000
jaylonmoore,3000
sethwilliams,3000
jacobharris,3000
xavierhutchinson,3000
noahbrown,3000
jessematthews,3000
stevensimsjr.,3000
johnnyjohnson,3000
lancemccutcheon,3000
jaredwayne,3000
erikezukanma,3000
cedrickwilsonjr.,3000
robbiechosen,3000
raleighwebb,3000
braylonsanders,3000
timpatrick,3000
jalenvirgil,3000
phillipdorsett,3000
davidsills,3000
michaelbandy,3000
adamtrautman,3000
deriusdavis,3000
jalenguyton,3000
alexerickson,3000
keelandoss,3000
terrellbynum,3000
jalennailor,3000
brandonpowell,3000
malikknowles,3000
luckyjackson,3000
thayerthomas,3000
n'kealharry,3000
trishtonjackson,3000
jalenreagor,3000
kayshonboutte,3000
matthewslater,3000
tyquanthornton,3000
trenixon,3000
t.j.luther,3000
demariodouglas,3000
xaviergipson,3000
jasonbrownlee,3000
maliktaylor,3000
trentsherfield,3000
justinshorter,3000
marcellateman,3000
bryanthompson,3000
tyrellshavers,3000
andyisabella,3000
jamisoncrowder,3000
byronpringle,3000
mitchelltinsley,3000
daxmilne,3000
kazmeirallen,3000
brycentremayne,3000
jakebobo,3000
codythompson,3000
deeeskridge,3000
darekeyoung,3000
ra'shaunhenry,3000
mattlanders,3000
cadejohnson,3000
easopwinstonjr.,3000
ihmirsmith-marsette,3000
mikestrachan,3000
derekwright,3000
johnstephensjr.,3000
kavontaeturpin,3000
jalenbrooks,3000
daviddurden,3000
jalencropper,3000
tyronbilly-johnson,3000
zachpascal,3000
andrebaccellia,3000
danielarias,3000
kadendavis,3000
richiejamesjr.,3000
justynross,3000
nikkoremigio,3000
cornellpowell,3000
montrellwashington,3000
tylerscott,3000
trenttaylor,3000
velusjonesjr.,3000
equanimeousst.brown,3000
joereed,3000
nsimbawebster,3000
noahgray,3000
isaiahlikely,2900
saints,2900
durhamsmythe,2900
mikegesicki,2900
bills,2900
noahfant,2900
vikings,2800
jets,2800
johnbates,2800
willdissly,2800
ianthomas,2800
harrisonbryant,2700
falcons,2700
tylerkroft,2700
donaldparhamjr.,2700
chargers,2700
coleturner,2700
lukeschoonmaker,2700
treymcbride,2700
panthers,2600
blakebell,2600
roberttonyan,2600
charliekolar,2500
tylerott,2500
travisvokolek,2500
moalie-cox,2500
drewogletree,2500
willmallory,2500
jelaniwoods,2500
jordanakins,2500
zairemitchell-paden,2500
trevonwesco,2500
joshwhyle,2500
thomasodukoya,2500
kevinrader,2500
brockwright,2500
jamesmitchell,2500
shanezylstra,2500
darrelldaniels,2500
jonnusmith,2500
mycolepruitt,2500
johnfitzpatrick,2500
feleipefranks,2500
parkerhesse,2500
tuckerfisk,2500
josiahdeguara,2500
tuckerkraft,2500
bensims,2500
tylerdavis,2500
fostermoreau,2500
jimmygraham,2500
tommyhudson,2500
zachwood,2500
michaeljacobson,2500
lukefarrell,2500
brentonstrange,2500
leonardtaylor,2500
joshpederson,2500
teaganquitoriano,2500
brevinjordan,2500
jordanmurray,2500
daltonkeene,2500
texans,2500
julianhill,2500
tannerconner,2500
nickbowers,2500
elijahhiggins,2500
gregdulcich,2500
chrismanhertz,2500
nateadkins,2500
lucaskrull,2500
mitchellfraboni,2500
broncos,2500
tre'mckitty,2500
stonesmartt,2500
nickvannett,2500
hunterkampmoyer,2500
josholiver,2500
johnnymundt,2500
nickmuse,2500
andrewdepaola,2500
pharaohbrown,2500
mattsokol,2500
c.j.uzomah,2500
jeremyruckert,2500
kennyyeboah,2500
zackkuntz,2500
quintinmorris,2500
zachdavidson,2500
joelwilson,2500
curtishodges,2500
kadensmith,2500
armanirogers,2500
brandondillon,2500
colbyparkinson,2500
tylermabry,2500
tommytremble,2500
giovanniricci,2500
stephensullivan,2500
peytonhendershot,2500
princetonfant,2500
seanmckeon,2500
geoffswaim,2500
bernhardseikovits,2500
blakewhiteheart,2500
jodyfortson,2500
jameswinchester,2500
mattbushman,2500
gerritprince,2500
marcedeslewis,2500
stephencarlson,2500
patrickscales,2500
colts,2400
commanders,2400
cardinals,2300
bears,2200
