player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points,salary
isaiahmckenzie,IND,WR,104,WR104,4.6,3200.0
cedrictillman,CLE,WR,105,WR105,2.2,3200.0
nickwestbrook-ikhine,TEN,WR,106,WR106,4.7,3200.0
devinduvernay,BAL,WR,109,WR109,1.5,3100.0
davidbell,CLE,WR,110,WR110,1.0,3000.0
gregdortch,ARI,WR,112,WR112,3.7,3500.0
nelsonagholor,BAL,WR,113,WR113,1.6,3000.0
treypalmer,TB,WR,115,WR115,3.9,3000.0
kylephilips,TEN,WR,116,WR116,0.0,3000.0
noahbrown,HOU,WR,118,WR118,5.0,3000.0
jauanjennings,SF,WR,119,WR119,3.5,3300.0
calvinaustin,PIT,WR,121,WR121,2.1,3000.0
a.t.perry,NO,WR,124,WR124,0.0,3000.0
xavierhutchinson,HOU,WR,127,WR127,0.9,3000.0
dyamibrown,WAS,WR,132,WR132,2.8,3000.0
chrismoore,TEN,WR,134,WR134,3.6,3000.0
jamalagnew,JAC,WR,136,WR136,2.8,3000.0
charliejones,CIN,WR,139,WR139,1.0,3000.0
zachpascal,ARI,WR,140,WR140,2.2,3000.0
marquisegoodwin,CLE,WR,145,WR145,2.6,3000.0
parkerwashington,JAC,WR,146,WR146,0.5,3000.0
tre'quansmith,NO,WR,147,WR147,0.0,3200.0
trentonirwin,CIN,WR,148,WR148,2.1,3000.0
khadarelhodge,ATL,WR,150,WR150,2.1,3000.0
deventhompkins,TB,WR,151,WR151,2.8,3000.0
andreiiosivas,CIN,WR,152,WR152,0.2,3000.0
jalennailor,MIN,WR,153,WR153,1.2,3000.0
dannygray,SF,WR,156,WR156,0.0,3000.0
rakimjarrett,TB,WR,162,WR162,1.9,3000.0
brandonpowell,MIN,WR,163,WR163,1.6,3000.0
ray-raymccloud,SF,WR,167,WR167,0.5,3000.0
byronpringle,WAS,WR,172,WR172,0.9,3000.0
ihmirsmith-marsette,CAR,WR,173,WR173,1.0,3000.0
tylanwallace,BAL,WR,175,WR175,0.5,3000.0
timjones,JAC,WR,176,WR176,0.3,3000.0
daxmilne,WAS,WR,179,WR179,0.0,3000.0
keithkirkwood,NO,WR,180,WR180,0.9,3000.0
ronniebell,SF,WR,181,WR181,1.0,3000.0
milesboykin,PIT,WR,185,WR185,0.4,3000.0
davidmoore,TB,WR,189,WR189,0.0,3000.0
gunnerolszewski,PIT,WR,193,WR193,0.6,3000.0
joshali,ATL,WR,194,WR194,0.4,3000.0
n'kealharry,MIN,WR,196,WR196,0.1,3000.0
chrisconley,SF,WR,197,WR197,0.0,3000.0
coltondowell,TEN,WR,198,WR198,0.4,3000.0
mikestrachan,IND,WR,201,WR201,0.1,3000.0
stevensimsjr.,HOU,WR,202,WR202,0.0,3000.0
amarirodgers,IND,WR,205,WR205,0.0,3000.0
raceymcmath,IND,WR,207,WR207,0.0,3000.0
andrebaccellia,ARI,WR,210,WR210,0.0,3000.0
elijahcooks,JAC,WR,212,WR212,0.0,3000.0
laquontreadwell,BAL,WR,213,WR213,0.0,3000.0
mitchelltinsley,WAS,WR,214,WR214,0.0,3000.0
kearisjackson,TEN,WR,219,WR219,0.5,3000.0
d.j.montgomery,IND,WR,220,WR220,0.0,3000.0
danielarias,FA,WR,222,WR222,0.0,3000.0
lancemccutcheon,HOU,WR,225,WR225,0.3,3000.0
derekwright,CAR,WR,229,WR229,0.0,3000.0
anthonyschwartz,FA,WR,236,WR236,0.0,3000.0
dezfitzpatrick,PIT,WR,237,WR237,0.0,3000.0
isaiahwinstead,SF,WR,240,WR240,0.0,3000.0
jaelondarden,CLE,WR,241,WR241,0.0,3000.0
trishtonjackson,MIN,WR,244,WR244,0.0,3000.0
austinwatkinsjr.,CLE,WR,245,WR245,0.0,3000.0
juwannwinfree,IND,WR,247,WR247,0.4,3000.0
lynnbowdenjr.,NO,WR,251,WR251,0.0,3000.0
williesnead,SF,WR,260,WR260,0.0,3000.0
masonkinsey,TEN,WR,262,WR262,0.0,3000.0
kirkmerritt,NO,WR,264,WR264,2.1,3000.0
michaelwoods,CLE,WR,268,WR268,0.0,3000.0
markandrews,BAL,TE,1,TE1,0.0,6200.0
t.j.hockenson,MIN,TE,3,TE3,12.5,5900.0
georgekittle,SF,TE,5,TE5,10.4,5700.0
kylepitts,ATL,TE,7,TE7,9.9,4500.0
evanengram,JAC,TE,8,TE8,9.4,4700.0
patfreiermuth,PIT,TE,9,TE9,8.4,4100.0
davidnjoku,CLE,TE,10,TE10,9.6,4200.0
daltonschultz,HOU,TE,12,TE12,8.6,4600.0
juwanjohnson,NO,TE,18,TE18,8.5,3900.0
haydenhurst,CAR,TE,20,TE20,7.4,3000.0
irvsmithjr.,CIN,TE,21,TE21,6.8,3600.0
treymcbride,ARI,TE,24,TE24,4.9,3100.0
zachertz,ARI,TE,29,TE29,5.8,3400.0
cadeotton,TB,TE,31,TE31,7.0,3300.0
taysomhill,NO,TE,32,TE32,5.6,3700.0
isaiahlikely,BAL,TE,33,TE33,8.8,3000.0
loganthomas,WAS,TE,35,TE35,6.2,3200.0
jelaniwoods,IND,TE,36,TE36,0.0,3200.0
jonnusmith,ATL,TE,41,TE41,2.4,2700.0
darnellwashington,PIT,TE,44,TE44,1.9,2500.0
fostermoreau,NO,TE,45,TE45,1.9,2700.0
coleturner,WAS,TE,47,TE47,1.6,2500.0
moalie-cox,IND,TE,51,TE51,3.7,2500.0
kylengranson,IND,TE,53,TE53,4.1,2900.0
brevinjordan,HOU,TE,55,TE55,1.7,2500.0
harrisonbryant,CLE,TE,56,TE56,2.2,2500.0
jordanakins,CLE,TE,58,TE58,2.3,2600.0
tommytremble,CAR,TE,60,TE60,2.4,2500.0
brentonstrange,JAC,TE,62,TE62,2.3,2500.0
josholiver,MIN,TE,64,TE64,2.2,2500.0
ianthomas,CAR,TE,66,TE66,2.3,2500.0
johnbates,WAS,TE,68,TE68,1.4,2500.0
jimmygraham,NO,TE,70,TE70,2.0,2500.0
teaganquitoriano,HOU,TE,71,TE71,2.2,2500.0
joshwhyle,TEN,TE,73,TE73,1.3,2500.0
kokieft,TB,TE,74,TE74,1.7,2500.0
charliekolar,BAL,TE,75,TE75,3.2,2500.0
drewsample,CIN,TE,79,TE79,1.1,2500.0
paynedurham,TB,TE,80,TE80,1.4,2500.0
willmallory,IND,TE,83,TE83,0.0,2500.0
rossdwelley,SF,TE,84,TE84,1.0,2500.0
connorheyward,PIT,TE,88,TE88,1.6,2500.0
trevonwesco,TEN,TE,89,TE89,1.3,2500.0
johnnymundt,MIN,TE,90,TE90,0.9,2500.0
mycolepruitt,ATL,TE,91,TE91,0.4,2500.0
lukefarrell,JAC,TE,93,TE93,0.7,2500.0
geoffswaim,ARI,TE,94,TE94,1.9,2500.0
charliewoerner,SF,TE,97,TE97,0.4,2500.0
mitchellwilcox,CIN,TE,101,TE101,0.7,2500.0
armanirogers,WAS,TE,103,TE103,0.5,2500.0
giovanniricci,CAR,TE,104,TE104,0.7,2500.0
braydenwillis,SF,TE,108,TE108,0.7,2500.0
davidwells,TB,TE,111,TE111,1.4,2500.0
curtishodges,WAS,TE,113,TE113,0.7,2500.0
tannerhudson,CIN,TE,114,TE114,0.2,2500.0
johnfitzpatrick,ATL,TE,116,TE116,0.7,2500.0
andrewbeck,HOU,TE,119,TE119,1.0,4000.0
parkerhesse,ATL,TE,120,TE120,0.3,2500.0
nickmuse,MIN,TE,123,TE123,0.0,2500.0
stephensullivan,CAR,TE,125,TE125,0.5,2500.0
blakewhiteheart,ARI,TE,127,TE127,0.0,2500.0
kevinrader,TEN,TE,128,TE128,0.2,2500.0
jacobharris,JAC,TE,132,TE132,0.0,3000.0
49ers,SF,DST,1,DST1,7.4,3800.0
ravens,BAL,DST,7,DST7,8.1,4000.0
steelers,PIT,DST,8,DST8,6.0,3000.0
saints,NO,DST,9,DST9,7.7,3400.0
browns,CLE,DST,13,DST13,6.6,2600.0
commanders,WAS,DST,14,DST14,8.3,2800.0
bengals,CIN,DST,15,DST15,6.5,2900.0
jaguars,JAC,DST,18,DST18,7.7,3500.0
buccaneers,TB,DST,19,DST19,6.4,2200.0
colts,IND,DST,21,DST21,6.1,2400.0
panthers,CAR,DST,22,DST22,5.6,2600.0
titans,TEN,DST,23,DST23,5.8,2600.0
vikings,MIN,DST,27,DST27,6.6,3900.0
falcons,ATL,DST,28,DST28,7.3,3200.0
cardinals,ARI,DST,29,DST29,5.9,2500.0
texans,HOU,DST,30,DST30,6.0,2100.0
