draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition,competitions,draftStatAttributes,playerAttributes,teamLeagueSeasonAttributes,playerGameAttributes,teamId,teamAbbreviation,draftAlerts,playerGameHash,externalRequirements
40260116,Jaxon,Smith-Njigba,Jaxon Smith-Njigba,J. Smith-Njigba,1214087,686189,WR,325,None,True,False,None,https://dkn.gs/sports/images/nfl/players/50/686189.png,https://dkn.gs/sports/images/nfl/players/160/686189.png,,,"{'competitionId': 6107964, 'name': 'TB @ SEA', 'nameDisplay': [{'value': 'TB'}, {'value': ' @ '}, {'value': 'SEA', 'isEmphasized': True}], 'startTime': '2025-10-05T20:05:00.0000000Z'}","[{'competitionId': 6107964, 'name': 'TB @ SEA', 'nameDisplay': [{'value': 'TB'}, {'value': ' @ '}, {'value': 'SEA', 'isEmphasized': True}], 'startTime': '2025-10-05T20:05:00.0000000Z'}]","[{'id': 90, 'value': '19.6', 'sortValue': '19.6'}, {'id': -2, 'value': '4th', 'sortValue': '4', 'quality': 'Low'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],361,SEA,[],1214087-6107964,{}
40260117,Emeka,Egbuka,Emeka Egbuka,E. Egbuka,1287825,886104,WR,325,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/886104.png,https://dkn.gs/sports/images/nfl/players/160/886104.png,,,"{'competitionId': 6107964, 'name': 'TB @ SEA', 'nameDisplay': [{'value': 'TB', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'SEA'}], 'startTime': '2025-10-05T20:05:00.0000000Z'}","[{'competitionId': 6107964, 'name': 'TB @ SEA', 'nameDisplay': [{'value': 'TB', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'SEA'}], 'startTime': '2025-10-05T20:05:00.0000000Z'}]","[{'id': 90, 'value': '18.5', 'sortValue': '18.5'}, {'id': -2, 'value': '3rd', 'sortValue': '3', 'quality': 'Low'}]","[{'name': 'ByeWeek', 'value': '9'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '9'}]",[],362,TB,[],1287825-6107964,{}
40260118,Derrick,Henry,Derrick Henry,D. Henry,732145,19898,RB,326,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/19898.png,https://dkn.gs/sports/images/nfl/players/160/19898.png,,,"{'competitionId': 6107832, 'name': 'HOU @ BAL', 'nameDisplay': [{'value': 'HOU'}, {'value': ' @ '}, {'value': 'BAL', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107832, 'name': 'HOU @ BAL', 'nameDisplay': [{'value': 'HOU'}, {'value': ' @ '}, {'value': 'BAL', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '13.8', 'sortValue': '13.8'}, {'id': -2, 'value': '11th', 'sortValue': '11', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '7'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '7'}]",[],366,BAL,[],732145-6107832,{}
40260119,Ashton,Jeanty,Ashton Jeanty,A. Jeanty,1379646,874247,RB,326,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/874247.png,https://dkn.gs/sports/images/nfl/players/160/874247.png,,,"{'competitionId': 6107862, 'name': 'LV @ IND', 'nameDisplay': [{'value': 'LV', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'IND'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107862, 'name': 'LV @ IND', 'nameDisplay': [{'value': 'LV', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'IND'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '15.8', 'sortValue': '15.8'}, {'id': -2, 'value': '6th', 'sortValue': '6', 'quality': 'Low'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],341,LV,[],1379646-6107862,{}
40260120,Omarion,Hampton,Omarion Hampton,O. Hampton,1398572,886062,RB,326,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/886062.png,https://dkn.gs/sports/images/nfl/players/160/886062.png,,,"{'competitionId': 6108006, 'name': 'WAS @ LAC', 'nameDisplay': [{'value': 'WAS'}, {'value': ' @ '}, {'value': 'LAC', 'isEmphasized': True}], 'startTime': '2025-10-05T20:25:00.0000000Z'}","[{'competitionId': 6108006, 'name': 'WAS @ LAC', 'nameDisplay': [{'value': 'WAS'}, {'value': ' @ '}, {'value': 'LAC', 'isEmphasized': True}], 'startTime': '2025-10-05T20:25:00.0000000Z'}]","[{'id': 90, 'value': '16.8', 'sortValue': '16.8'}, {'id': -2, 'value': '11th', 'sortValue': '11', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '12'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '12'}]",[],357,LAC,[],1398572-6108006,{}
40260121,Nico,Collins,Nico Collins,N. Collins,1074698,560761,WR,326,None,True,False,Recent,https://dkn.gs/sports/images/nfl/players/50/560761.png,https://dkn.gs/sports/images/nfl/players/160/560761.png,,,"{'competitionId': 6107832, 'name': 'HOU @ BAL', 'nameDisplay': [{'value': 'HOU', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'BAL'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107832, 'name': 'HOU @ BAL', 'nameDisplay': [{'value': 'HOU', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'BAL'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '14.5', 'sortValue': '14.5'}, {'id': -2, 'value': '28th', 'sortValue': '28', 'quality': 'High'}]","[{'name': 'ByeWeek', 'value': '6'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '6'}]",[],325,HOU,[],1074698-6107832,{}
40260122,George,Pickens,George Pickens,G. Pickens,1172053,624741,WR,326,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/624741.png,https://dkn.gs/sports/images/nfl/players/160/624741.png,,,"{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'NYJ'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'NYJ'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '19.5', 'sortValue': '19.5'}, {'id': -2, 'value': '14th', 'sortValue': '14', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '10'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '10'}]",[],331,DAL,[],1172053-6107910,{}
40260123,Garrett,Wilson,Garrett Wilson,G. Wilson,1164889,640761,WR,326,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/640761.png,https://dkn.gs/sports/images/nfl/players/160/640761.png,,,"{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL'}, {'value': ' @ '}, {'value': 'NYJ', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL'}, {'value': ' @ '}, {'value': 'NYJ', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '19.0', 'sortValue': '19.0'}, {'id': -2, 'value': '32nd', 'sortValue': '32', 'quality': 'High'}]","[{'name': 'ByeWeek', 'value': '9'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '9'}]",[],352,NYJ,[],1164889-6107910,{}
40260124,Dak,Prescott,Dak Prescott,D. Prescott,591816,18078,QB,327,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/18078.png,https://dkn.gs/sports/images/nfl/players/160/18078.png,,,"{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'NYJ'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'NYJ'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '20.5', 'sortValue': '20.5'}, {'id': -2, 'value': '19th', 'sortValue': '19', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '10'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '10'}]",[],331,DAL,[],591816-6107910,{}
40260125,Kyler,Murray,Kyler Murray,K. Murray,879799,17976,QB,327,None,True,False,None,https://dkn.gs/sports/images/nfl/players/50/17976.png,https://dkn.gs/sports/images/nfl/players/160/17976.png,,,"{'competitionId': 6107940, 'name': 'TEN @ ARI', 'nameDisplay': [{'value': 'TEN'}, {'value': ' @ '}, {'value': 'ARI', 'isEmphasized': True}], 'startTime': '2025-10-05T20:05:00.0000000Z'}","[{'competitionId': 6107940, 'name': 'TEN @ ARI', 'nameDisplay': [{'value': 'TEN'}, {'value': ' @ '}, {'value': 'ARI', 'isEmphasized': True}], 'startTime': '2025-10-05T20:05:00.0000000Z'}]","[{'id': 90, 'value': '16.4', 'sortValue': '16.4'}, {'id': -2, 'value': '7th', 'sortValue': '7', 'quality': 'Low'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],355,ARI,[],879799-6107940,{}
40260126,Daniel,Jones,Daniel Jones,D. Jones,879981,19174,QB,327,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/19174.png,https://dkn.gs/sports/images/nfl/players/160/19174.png,,,"{'competitionId': 6107862, 'name': 'LV @ IND', 'nameDisplay': [{'value': 'LV'}, {'value': ' @ '}, {'value': 'IND', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107862, 'name': 'LV @ IND', 'nameDisplay': [{'value': 'LV'}, {'value': ' @ '}, {'value': 'IND', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '20.9', 'sortValue': '20.9'}, {'id': -2, 'value': '18th', 'sortValue': '18', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '11'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '11'}]",[],338,IND,[],879981-6107862,{}
40260127,Bo,Nix,Bo Nix,B. Nix,1161899,787661,QB,327,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/787661.png,https://dkn.gs/sports/images/nfl/players/160/787661.png,,,"{'competitionId': 6107922, 'name': 'DEN @ PHI', 'nameDisplay': [{'value': 'DEN', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PHI'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107922, 'name': 'DEN @ PHI', 'nameDisplay': [{'value': 'DEN', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PHI'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '18.6', 'sortValue': '18.6'}, {'id': -2, 'value': '10th', 'sortValue': '10', 'quality': 'Low'}]","[{'name': 'ByeWeek', 'value': '12'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '12'}]",[],332,DEN,[],1161899-6107922,{}
40260128,Justin,Fields,Justin Fields,J. Fields,1110681,560065,QB,327,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/560065.png,https://dkn.gs/sports/images/nfl/players/160/560065.png,,,"{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL'}, {'value': ' @ '}, {'value': 'NYJ', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL'}, {'value': ' @ '}, {'value': 'NYJ', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '20.9', 'sortValue': '20.9'}, {'id': -2, 'value': '32nd', 'sortValue': '32', 'quality': 'High'}]","[{'name': 'ByeWeek', 'value': '9'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '9'}]",[],352,NYJ,[],1110681-6107910,{}
40260129,Tua,Tagovailoa,Tua Tagovailoa,T. Tagovailoa,973947,468529,QB,327,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/468529.png,https://dkn.gs/sports/images/nfl/players/160/468529.png,,,"{'competitionId': 6107844, 'name': 'MIA @ CAR', 'nameDisplay': [{'value': 'MIA', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'CAR'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107844, 'name': 'MIA @ CAR', 'nameDisplay': [{'value': 'MIA', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'CAR'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '15.1', 'sortValue': '15.1'}, {'id': -2, 'value': '4th', 'sortValue': '4', 'quality': 'Low'}]","[{'name': 'ByeWeek', 'value': '12'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '12'}]",[],345,MIA,[],973947-6107844,{}
40260130,Javonte,Williams,Javonte Williams,J. Williams,1107881,560593,RB,328,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/560593.png,https://dkn.gs/sports/images/nfl/players/160/560593.png,,,"{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'NYJ'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'NYJ'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '19.4', 'sortValue': '19.4'}, {'id': -2, 'value': '14th', 'sortValue': '14', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '10'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '10'}]",[],331,DAL,[],1107881-6107910,{}
40260131,Cam,Skattebo,Cam Skattebo,C. Skattebo,1280316,875779,RB,328,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/875779.png,https://dkn.gs/sports/images/nfl/players/160/875779.png,,,"{'competitionId': 6107886, 'name': 'NYG @ NO', 'nameDisplay': [{'value': 'NYG', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'NO'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107886, 'name': 'NYG @ NO', 'nameDisplay': [{'value': 'NYG', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'NO'}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '13.5', 'sortValue': '13.5'}, {'id': -2, 'value': '25th', 'sortValue': '25', 'quality': 'High'}]","[{'name': 'ByeWeek', 'value': '14'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '14'}]",[],351,NYG,[],1280316-6107886,{}
40260132,Breece,Hall,Breece Hall,B. Hall,1162537,631855,RB,328,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/631855.png,https://dkn.gs/sports/images/nfl/players/160/631855.png,,,"{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL'}, {'value': ' @ '}, {'value': 'NYJ', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}","[{'competitionId': 6107910, 'name': 'DAL @ NYJ', 'nameDisplay': [{'value': 'DAL'}, {'value': ' @ '}, {'value': 'NYJ', 'isEmphasized': True}], 'startTime': '2025-10-05T17:00:00.0000000Z'}]","[{'id': 90, 'value': '12.7', 'sortValue': '12.7'}, {'id': -2, 'value': '27th', 'sortValue': '27', 'quality': 'High'}]","[{'name': 'ByeWeek', 'value': '9'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '9'}]",[],352,NYJ,[],1162537-6107910,{}
40260133,Quentin,Johnston,Quentin Johnston,Q. Johnston,1213865,706446,WR,328,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/706446.png,https://dkn.gs/sports/images/nfl/players/160/706446.png,,,"{'competitionId': 6108006, 'name': 'WAS @ LAC', 'nameDisplay': [{'value': 'WAS'}, {'value': ' @ '}, {'value': 'LAC', 'isEmphasized': True}], 'startTime': '2025-10-05T20:25:00.0000000Z'}","[{'competitionId': 6108006, 'name': 'WAS @ LAC', 'nameDisplay': [{'value': 'WAS'}, {'value': ' @ '}, {'value': 'LAC', 'isEmphasized': True}], 'startTime': '2025-10-05T20:25:00.0000000Z'}]","[{'id': 90, 'value': '19.9', 'sortValue': '19.9'}, {'id': -2, 'value': '25th', 'sortValue': '25', 'quality': 'High'}]","[{'name': 'ByeWeek', 'value': '12'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '12'}]",[],357,LAC,[],1213865-6108006,{}
